gene
ENSG00000088726
ENSG00000168036
ENSG00000187094
ENSG00000225611
ENSG00000249992
ENSG00000145050
ENSG00000157445
ENSG00000240476
ENSG00000144810
ENSG00000168386
ENSG00000144815
ENSG00000114455
ENSG00000091986
ENSG00000114638
ENSG00000163430
ENSG00000121552
ENSG00000173706
ENSG00000221955
ENSG00000144908
ENSG00000159685
ENSG00000074416
ENSG00000014257
ENSG00000114115
ENSG00000244468
ENSG00000163762
ENSG00000169908
ENSG00000229619
ENSG00000163660
ENSG00000163661
ENSG00000079257
ENSG00000118849
ENSG00000179674
ENSG00000196542
ENSG00000163584
ENSG00000121858
ENSG00000236385
ENSG00000114757
ENSG00000181449
ENSG00000163347
ENSG00000189058
ENSG00000159674
ENSG00000159788
ENSG00000168824
ENSG00000163993
ENSG00000248360
ENSG00000137440
ENSG00000157765
ENSG00000250038
ENSG00000121895
ENSG00000154277
ENSG00000064042
ENSG00000170516
ENSG00000171476
ENSG00000163453
ENSG00000171234
ENSG00000213759
ENSG00000135226
ENSG00000169429
ENSG00000124875
ENSG00000163739
ENSG00000163736
ENSG00000163735
ENSG00000163734
ENSG00000081041
ENSG00000124882
ENSG00000174792
ENSG00000169248
ENSG00000156234
ENSG00000249307
ENSG00000138675
ENSG00000145287
ENSG00000118785
ENSG00000138641
ENSG00000145335
ENSG00000138685
ENSG00000151012
ENSG00000164161
ENSG00000137473
ENSG00000145423
ENSG00000151790
ENSG00000164106
ENSG00000250708
ENSG00000164120
ENSG00000073578
ENSG00000142319
ENSG00000164175
ENSG00000250722
ENSG00000164171
ENSG00000134363
ENSG00000164283
ENSG00000067113
ENSG00000145632
ENSG00000134057
ENSG00000131844
ENSG00000131711
ENSG00000145681
ENSG00000250958
ENSG00000134986
ENSG00000113083
ENSG00000230561
ENSG00000138829
ENSG00000164404
ENSG00000145824
ENSG00000120708
ENSG00000152377
ENSG00000120738
ENSG00000170464
ENSG00000113578
ENSG00000164266
ENSG00000178172
ENSG00000113721
ENSG00000113722
ENSG00000019582
ENSG00000211445
ENSG00000113140
ENSG00000135074
ENSG00000072571
ENSG00000145934
ENSG00000254297
ENSG00000234511
ENSG00000156427
ENSG00000120129
ENSG00000113739
ENSG00000253163
ENSG00000161011
ENSG00000021355
ENSG00000183674
ENSG00000078401
ENSG00000112137
ENSG00000172201
ENSG00000124766
ENSG00000187837
ENSG00000197061
ENSG00000180596
ENSG00000180573
ENSG00000158373
ENSG00000197409
ENSG00000168274
ENSG00000158406
ENSG00000124635
ENSG00000197903
ENSG00000124657
ENSG00000206503
ENSG00000196230
ENSG00000137331
ENSG00000137411
ENSG00000196260
ENSG00000204542
ENSG00000234745
ENSG00000227507
ENSG00000250641
ENSG00000204389
ENSG00000204388
ENSG00000213654
ENSG00000198502
ENSG00000124664
ENSG00000096060
ENSG00000010030
ENSG00000124762
ENSG00000095970
ENSG00000124641
ENSG00000112578
ENSG00000112576
ENSG00000137413
ENSG00000146232
ENSG00000153292
ENSG00000243955
ENSG00000227706
ENSG00000135318
ENSG00000135333
ENSG00000123505
ENSG00000251258
ENSG00000170162
ENSG00000152661
ENSG00000135549
ENSG00000146374
ENSG00000184530
ENSG00000118523
ENSG00000231023
ENSG00000118503
ENSG00000164442
ENSG00000118508
ENSG00000273132
ENSG00000131016
ENSG00000112096
ENSG00000230234
ENSG00000026297
ENSG00000106541
ENSG00000136244
ENSG00000136235
ENSG00000122585
ENSG00000078399
ENSG00000253187
ENSG00000146592
ENSG00000106483
ENSG00000175600
ENSG00000122641
ENSG00000106631
ENSG00000146674
ENSG00000183696
ENSG00000231427
ENSG00000132432
ENSG00000169902
ENSG00000165215
ENSG00000189143
ENSG00000243566
ENSG00000135205
ENSG00000127951
ENSG00000019991
ENSG00000127954
ENSG00000157214
ENSG00000234545
ENSG00000105810
ENSG00000105825
ENSG00000127920
ENSG00000164692
ENSG00000242265
ENSG00000105880
ENSG00000070669
ENSG00000160862
ENSG00000106333
ENSG00000106366
ENSG00000128564
ENSG00000230257
ENSG00000091137
ENSG00000173114
ENSG00000105974
ENSG00000128567
ENSG00000085662
ENSG00000198074
ENSG00000105894
ENSG00000204983
ENSG00000106123
ENSG00000159763
ENSG00000236795
ENSG00000155660
ENSG00000106538
ENSG00000106565
ENSG00000002933
ENSG00000169059
ENSG00000182583
ENSG00000177504
ENSG00000205642
ENSG00000205542
ENSG00000187268
ENSG00000235385
ENSG00000091482
ENSG00000130066
ENSG00000189221
ENSG00000229563
ENSG00000102265
ENSG00000017483
ENSG00000205777
ENSG00000068985
ENSG00000171402
ENSG00000234068
ENSG00000158639
ENSG00000169083
ENSG00000198034
ENSG00000229807
ENSG00000184788
ENSG00000179083
ENSG00000133169
ENSG00000165376
ENSG00000101938
ENSG00000087916
ENSG00000076716
ENSG00000198573
ENSG00000147381
ENSG00000198930
ENSG00000221867
ENSG00000198883
ENSG00000126890
ENSG00000184647
ENSG00000164733
ENSG00000104635
ENSG00000167034
ENSG00000159167
ENSG00000120885
ENSG00000168619
ENSG00000104755
ENSG00000176907
ENSG00000253802
ENSG00000104332
ENSG00000019549
ENSG00000164736
ENSG00000272192
ENSG00000147573
ENSG00000178860
ENSG00000164764
ENSG00000121039
ENSG00000040341
ENSG00000137558
ENSG00000104435
ENSG00000164683
ENSG00000164687
ENSG00000170323
ENSG00000253898
ENSG00000253500
ENSG00000169439
ENSG00000155090
ENSG00000164929
ENSG00000147676
ENSG00000147689
ENSG00000156804
ENSG00000253438
ENSG00000104419
ENSG00000198576
ENSG00000167653
ENSG00000160886
ENSG00000197353
ENSG00000167656
ENSG00000120215
ENSG00000226197
ENSG00000147889
ENSG00000086062
ENSG00000165272
ENSG00000010438
ENSG00000198467
ENSG00000165072
ENSG00000236849
ENSG00000165092
ENSG00000135046
ENSG00000106772
ENSG00000225937
ENSG00000180447
ENSG00000135047
ENSG00000123975
ENSG00000130222
ENSG00000260454
ENSG00000131669
ENSG00000182752
ENSG00000056558
ENSG00000148204
ENSG00000044574
ENSG00000148346
ENSG00000175287
ENSG00000233901
ENSG00000148344
ENSG00000148357
ENSG00000130707
ENSG00000170835
ENSG00000122133
ENSG00000260193
ENSG00000184709
ENSG00000197191
ENSG00000187134
ENSG00000151632
ENSG00000196139
ENSG00000178372
ENSG00000178363
ENSG00000242147
ENSG00000107485
ENSG00000225383
ENSG00000026025
ENSG00000204832
ENSG00000095739
ENSG00000237797
ENSG00000107562
ENSG00000165507
ENSG00000138294
ENSG00000107984
ENSG00000231131
ENSG00000228651
ENSG00000170312
ENSG00000196932
ENSG00000150347
ENSG00000122862
ENSG00000180644
ENSG00000237512
ENSG00000107742
ENSG00000168209
ENSG00000122861
ENSG00000156113
ENSG00000185303
ENSG00000122852
ENSG00000189129
ENSG00000173267
ENSG00000148671
ENSG00000107796
ENSG00000119922
ENSG00000119917
ENSG00000185745
ENSG00000148677
ENSG00000268894
ENSG00000107438
ENSG00000120053
ENSG00000099194
ENSG00000065618
ENSG00000120051
ENSG00000150594
ENSG00000151892
ENSG00000148908
ENSG00000255229
ENSG00000215182
ENSG00000149043
ENSG00000167244
ENSG00000183734
ENSG00000213931
ENSG00000183801
ENSG00000148926
ENSG00000050165
ENSG00000251381
ENSG00000134339
ENSG00000173432
ENSG00000134333
ENSG00000249867
ENSG00000135378
ENSG00000187479
ENSG00000085117
ENSG00000019505
ENSG00000157613
ENSG00000110492
ENSG00000134574
ENSG00000086205
ENSG00000150244
ENSG00000255433
ENSG00000221968
ENSG00000110484
ENSG00000162174
ENSG00000149021
ENSG00000149489
ENSG00000168003
ENSG00000133321
ENSG00000245532
ENSG00000175592
ENSG00000175315
ENSG00000173156
ENSG00000084207
ENSG00000167799
ENSG00000132746
ENSG00000069482
ENSG00000172927
ENSG00000110092
ENSG00000214530
ENSG00000175567
ENSG00000150687
ENSG00000123892
ENSG00000109861
ENSG00000166012
ENSG00000023445
ENSG00000137673
ENSG00000166670
ENSG00000196611
ENSG00000149968
ENSG00000137745
ENSG00000170290
ENSG00000196167
ENSG00000109846
ENSG00000109906
ENSG00000166741
ENSG00000149591
ENSG00000137731
ENSG00000154096
ENSG00000166250
ENSG00000166257
ENSG00000134954
ENSG00000118971
ENSG00000010278
ENSG00000177675
ENSG00000059804
ENSG00000197614
ENSG00000110848
ENSG00000110852
ENSG00000134545
ENSG00000013588
ENSG00000111341
ENSG00000111348
ENSG00000008394
ENSG00000121350
ENSG00000134548
ENSG00000111716
ENSG00000087494
ENSG00000167552
ENSG00000135480
ENSG00000205426
ENSG00000185479
ENSG00000205420
ENSG00000186081
ENSG00000170477
ENSG00000170421
ENSG00000111057
ENSG00000167779
ENSG00000161642
ENSG00000170627
ENSG00000172551
ENSG00000185664
ENSG00000135423
ENSG00000185633
ENSG00000175197
ENSG00000250748
ENSG00000111536
ENSG00000251301
ENSG00000135679
ENSG00000090382
ENSG00000127324
ENSG00000139278
ENSG00000133636
ENSG00000139329
ENSG00000133639
ENSG00000074527
ENSG00000166130
ENSG00000166598
ENSG00000235162
ENSG00000183273
ENSG00000111725
ENSG00000135114
ENSG00000158023
ENSG00000178882
ENSG00000150991
ENSG00000249196
ENSG00000198033
ENSG00000121388
ENSG00000165474
ENSG00000121742
ENSG00000180730
ENSG00000165556
ENSG00000133110
ENSG00000102760
ENSG00000102804
ENSG00000136167
ENSG00000136156
ENSG00000139679
ENSG00000233610
ENSG00000102837
ENSG00000184226
ENSG00000165659
ENSG00000136153
ENSG00000080166
ENSG00000102466
ENSG00000185950
ENSG00000183087
ENSG00000229723
ENSG00000258314
ENSG00000157227
ENSG00000166091
ENSG00000100867
ENSG00000100453
ENSG00000129521
ENSG00000100906
ENSG00000229415
ENSG00000136352
ENSG00000258998
ENSG00000139926
ENSG00000125378
ENSG00000131981
ENSG00000139970
ENSG00000232774
ENSG00000023608
ENSG00000176153
ENSG00000259153
ENSG00000119630
ENSG00000170345
ENSG00000259687
ENSG00000211448
ENSG00000165949
ENSG00000197249
ENSG00000100739
ENSG00000214548
ENSG00000197406
ENSG00000080824
ENSG00000080823
ENSG00000166165
ENSG00000187156
ENSG00000259383
ENSG00000134160
ENSG00000166922
ENSG00000150667
ENSG00000233041
ENSG00000137880
ENSG00000128965
ENSG00000092529
ENSG00000140263
ENSG00000171766
ENSG00000166920
ENSG00000140285
ENSG00000166415
ENSG00000128918
ENSG00000157456
ENSG00000140297
ENSG00000140416
ENSG00000185088
ENSG00000074410
ENSG00000140451
ENSG00000138617
ENSG00000129038
ENSG00000140465
ENSG00000182950
ENSG00000103888
ENSG00000172183
ENSG00000140519
ENSG00000166823
ENSG00000166825
ENSG00000184254
ENSG00000183971
ENSG00000103197
ENSG00000162078
ENSG00000005001
ENSG00000184697
ENSG00000008517
ENSG00000089486
ENSG00000267795
ENSG00000261448
ENSG00000170540
ENSG00000166851
ENSG00000176046
ENSG00000213658
ENSG00000103485
ENSG00000090238
ENSG00000080603
ENSG00000175938
ENSG00000261122
ENSG00000103460
ENSG00000087245
ENSG00000125148
ENSG00000169715
ENSG00000205364
ENSG00000205362
ENSG00000198417
ENSG00000125144
ENSG00000205358
ENSG00000187193
ENSG00000261742
ENSG00000166592
ENSG00000172831
ENSG00000181019
ENSG00000172137
ENSG00000260682
ENSG00000124391
ENSG00000051523
ENSG00000129910
ENSG00000015413
ENSG00000132517
ENSG00000129194
ENSG00000109099
ENSG00000108551
ENSG00000108602
ENSG00000108691
ENSG00000108688
ENSG00000132139
ENSG00000161570
ENSG00000006075
ENSG00000108272
ENSG00000132142
ENSG00000161326
ENSG00000141141
ENSG00000230055
ENSG00000108294
ENSG00000125691
ENSG00000108298
ENSG00000131771
ENSG00000141744
ENSG00000141736
ENSG00000141741
ENSG00000131747
ENSG00000141753
ENSG00000171431
ENSG00000108244
ENSG00000212724
ENSG00000131738
ENSG00000171401
ENSG00000171346
ENSG00000171345
ENSG00000186847
ENSG00000186832
ENSG00000167941
ENSG00000131094
ENSG00000235300
ENSG00000173917
ENSG00000233101
ENSG00000120068
ENSG00000272763
ENSG00000159182
ENSG00000108821
ENSG00000166292
ENSG00000141376
ENSG00000182481
ENSG00000161513
ENSG00000070526
ENSG00000171246
ENSG00000176155
ENSG00000182459
ENSG00000080986
ENSG00000273119
ENSG00000134765
ENSG00000134760
ENSG00000132872
ENSG00000141469
ENSG00000141682
ENSG00000206073
ENSG00000057149
ENSG00000197632
ENSG00000176225
ENSG00000101255
ENSG00000101311
ENSG00000101333
ENSG00000172264
ENSG00000170373
ENSG00000226465
ENSG00000125968
ENSG00000179772
ENSG00000078898
ENSG00000131050
ENSG00000125999
ENSG00000078814
ENSG00000125965
ENSG00000101335
ENSG00000198959
ENSG00000101076
ENSG00000124249
ENSG00000124102
ENSG00000124107
ENSG00000101443
ENSG00000175063
ENSG00000101470
ENSG00000177410
ENSG00000124212
ENSG00000064787
ENSG00000019186
ENSG00000087586
ENSG00000101144
ENSG00000227297
ENSG00000087495
ENSG00000228812
ENSG00000232803
ENSG00000228705
ENSG00000101210
ENSG00000196132
ENSG00000064666
ENSG00000064687
ENSG00000099817
ENSG00000167468
ENSG00000130005
ENSG00000099860
ENSG00000161091
ENSG00000125726
ENSG00000186994
ENSG00000167772
ENSG00000224689
ENSG00000105371
ENSG00000130176
ENSG00000160888
ENSG00000186115
ENSG00000130303
ENSG00000105650
ENSG00000130513
ENSG00000105655
ENSG00000266976
ENSG00000169021
ENSG00000105171
ENSG00000105173
ENSG00000105176
ENSG00000105185
ENSG00000105707
ENSG00000089356
ENSG00000221946
ENSG00000161281
ENSG00000196381
ENSG00000167641
ENSG00000171747
ENSG00000197019
ENSG00000167601
ENSG00000086548
ENSG00000259436
ENSG00000204941
ENSG00000243137
ENSG00000131126
ENSG00000130203
ENSG00000188624
ENSG00000204866
ENSG00000268621
ENSG00000188293
ENSG00000105327
ENSG00000142235
ENSG00000087074
ENSG00000130529
ENSG00000131400
ENSG00000167748
ENSG00000142515
ENSG00000167751
ENSG00000167749
ENSG00000167754
ENSG00000167755
ENSG00000129451
ENSG00000167757
ENSG00000189068
ENSG00000095752
ENSG00000108106
ENSG00000166770
ENSG00000180532
ENSG00000129824
ENSG00000198692
ENSG00000225255
ENSG00000128228
ENSG00000233521
ENSG00000100219
ENSG00000100276
ENSG00000268812
ENSG00000128242
ENSG00000198832
ENSG00000100234
ENSG00000100292
ENSG00000100097
ENSG00000189060
ENSG00000100146
ENSG00000244509
ENSG00000184164
ENSG00000154654
ENSG00000233997
ENSG00000154734
ENSG00000154736
ENSG00000226935
ENSG00000156265
ENSG00000182816
ENSG00000184351
ENSG00000157542
ENSG00000198054
ENSG00000235123
ENSG00000183844
ENSG00000157601
ENSG00000184012
ENSG00000160180
ENSG00000160181
ENSG00000160182
ENSG00000160200
ENSG00000160213
ENSG00000224930
ENSG00000142156
ENSG00000142173
ENSG00000160307
